,id,prediction,label,correct_prediction
170,624519411181858816,1,1,True
171,624492959254249472,-1,-1,True
172,624518535729934336,-1,1,False
173,624492324261773312,1,-1,False
174,624519482698960896,-1,1,False
175,624495036516864000,-1,-1,True
176,624517259340288000,1,1,True
177,624520977062457348,-1,1,False
178,624519618460135425,1,1,True
179,624494389566525440,-1,-1,True
180,624523227294007296,1,1,True
181,624492238580633600,-1,-1,True
182,624492044589879296,-1,-1,True
183,624493024572219392,-1,-1,True
184,624493353950912512,1,-1,False
185,624495093643227136,1,-1,False
186,624493342441795584,-1,-1,True
187,624494718269784064,1,-1,False
188,624525976731398144,1,1,True
189,624526602563485696,-1,1,False
190,624494376073490432,-1,-1,True
191,624494456234905600,1,-1,False
192,624519647665111041,1,1,True
193,624528518941159424,-1,1,False
194,624492358311108609,-1,-1,True
195,624528477677420545,1,1,True
196,624493249391144960,-1,-1,True
197,624517153652240384,1,1,True
198,624494806132224000,-1,-1,True
199,624493889970286592,-1,-1,True
200,624525196599365632,-1,1,False
201,624493545265713152,-1,-1,True
202,624494521200549888,-1,-1,True
203,624494399368634368,-1,-1,True
204,624493659543597056,-1,-1,True
205,624493640430305280,-1,-1,True
206,624492990237519872,1,-1,False
207,624521436275699712,1,1,True
208,624494113170198528,-1,-1,True
209,624527811055718400,-1,1,False
210,624519876795699201,1,1,True
211,624522270036234241,-1,1,False
212,624522584613195776,1,1,True
213,624519922425528320,1,1,True
214,624525085349670913,1,1,True
215,624519122596933632,1,1,True
216,624521517179637760,1,1,True
217,624529094525460480,-1,1,False
218,624494243717840896,1,-1,False
219,624493986762354689,-1,-1,True
220,624521455498211329,1,1,True
221,624493088803651584,-1,-1,True
222,624492434517557248,-1,-1,True
223,624524598340554752,1,1,True
224,624493719086084097,1,-1,False
225,624527900902080512,1,1,True
226,624494767754219520,1,-1,False
227,624526268340375552,1,1,True
228,624493649854898176,1,-1,False
229,624529403620388865,-1,1,False
230,624522442657021953,1,1,True
231,624492199594561536,-1,-1,True
232,624494269609472000,-1,-1,True
233,624529670999023617,1,1,True
234,624523105679970304,1,1,True
235,624527570462208000,1,1,True
236,624492555900588032,1,-1,False
237,624518803397963776,-1,1,False
238,624492912487829504,1,-1,False
239,624494851833372672,1,-1,False
240,624492694031757312,-1,-1,True
241,624494148121403392,-1,-1,True
242,624494199782506496,1,-1,False
243,624492110415134720,-1,-1,True
244,624492236676313089,-1,-1,True
245,624528252162453504,-1,1,False
246,624493994005909504,-1,-1,True
247,624519728816631808,1,1,True
248,624493968449867776,1,-1,False
249,624494582919606272,1,-1,False
250,624519463707275264,1,1,True
251,624493812950409218,-1,-1,True
252,624522655878639616,-1,1,False
253,624492127028932608,-1,-1,True
254,624494254186852353,-1,-1,True
255,624494917767671808,-1,-1,True
256,624493450767904769,1,-1,False
257,624494602041454592,1,-1,False
258,624524819527299072,1,1,True
259,624529309655396352,1,1,True
260,624495006741565440,-1,-1,True
261,624493409303040000,1,-1,False
262,624523181940801536,1,1,True
263,624494891293249537,1,-1,False
264,624493010739445760,-1,-1,True
265,624529716976816128,-1,1,False
266,624494524291776512,-1,-1,True
267,624492634422308864,-1,-1,True
268,624494658400440320,-1,-1,True
269,624492807785422848,-1,-1,True
270,624517868164481025,-1,1,False
271,624521432081547264,1,1,True
272,624521077008396289,-1,1,False
273,624518240895537153,-1,1,False
274,624516902262431745,1,1,True
275,624495002937360384,-1,-1,True
276,624523700403093504,-1,1,False
277,624526119103016960,1,1,True
278,624493910543454208,-1,-1,True
279,624493854083969024,-1,-1,True
280,624529308615319553,-1,1,False
281,624526598381834244,1,1,True
282,624518241411411968,1,1,True
283,624525215561691136,-1,1,False
284,624525388497178624,1,1,True
285,624520640532455424,-1,1,False
286,624525831595950080,1,1,True
287,624529967787872256,1,1,True
288,624518960764030980,1,1,True
289,624494925439066112,1,-1,False
290,624492375734292480,1,-1,False
291,624494187916849152,-1,-1,True
292,624519523631267840,1,1,True
293,624517575888793600,1,1,True
294,624523418386440192,-1,1,False
295,624521047073665024,-1,1,False
296,624493433223315457,-1,-1,True
297,624523775070105600,1,1,True
298,624494187887624193,-1,-1,True
299,624520157730328576,1,1,True
300,624528033240731648,-1,1,False
301,624492744539570176,1,-1,False
302,624517259508125696,-1,1,False
303,624492635722526720,-1,-1,True
304,624517925559402496,1,1,True
305,624493340868874240,-1,-1,True
306,624492433812914176,-1,-1,True
307,624520193486770177,1,1,True
308,624521727607971840,1,1,True
309,624493025218174976,1,-1,False
310,624494201812549632,-1,-1,True
311,624494645439913984,-1,-1,True
312,624493262519320580,-1,-1,True
313,624526964121014272,1,1,True
314,624492828673077248,1,-1,False
315,624492431656890369,1,-1,False
316,624517805338013696,1,1,True
317,624494293231796224,-1,-1,True
318,624494243965497345,1,-1,False
319,624494783789166592,-1,-1,True
320,624525586057293825,1,1,True
321,624492403492139008,1,-1,False
322,624520494742503424,1,1,True
323,624494009185095680,1,-1,False
324,624529921608515584,1,1,True
325,624495015121686528,1,-1,False
326,624526122953211904,1,1,True
327,624521998052372480,1,1,True
328,624525258293387265,1,1,True
329,624494798267748352,1,-1,False
330,624529851723022336,-1,1,False
331,624492766962257920,-1,-1,True
332,624524197113556992,1,1,True
333,624492711668662272,-1,-1,True
334,624527208393142272,1,1,True
335,624523257430061056,-1,1,False
336,624517556221513729,1,1,True
337,624492965629526016,-1,-1,True
338,624520523725307904,1,1,True
339,624524676513972224,1,1,True
340,624520169172410368,-1,1,False
341,624493947591749633,-1,-1,True
342,624519649116442624,-1,1,False
343,624495070809460740,-1,-1,True
344,624492249062223872,-1,-1,True
345,624492609705086976,1,-1,False
346,624494181877035008,1,-1,False
347,624527734249619460,1,1,True
348,624493116523986944,-1,-1,True
349,624494988718505984,1,-1,False
350,624492873887694848,-1,-1,True
351,624493384972009472,-1,-1,True
352,624492988119433216,1,-1,False
353,624493853219753984,1,-1,False
354,624493648193933312,-1,-1,True
355,624520254203535361,1,1,True
356,624517877496979456,1,1,True
357,624493868961148929,1,-1,False
358,624492474757709824,-1,-1,True
359,624520506494971905,1,1,True
360,624528027754594305,1,1,True
361,624522410717528064,1,1,True
362,624493618137563136,1,-1,False
363,624523612595204098,1,1,True
364,624494334423994368,-1,-1,True
365,624493093153320960,1,-1,False
366,624492202673238017,-1,-1,True
367,624523651111497728,-1,1,False
368,624526989009883136,-1,1,False
369,624493783632248832,-1,-1,True
370,624522023818014721,1,1,True
371,624493468295933952,1,-1,False
372,624523306746515457,1,1,True
373,624494292766060544,-1,-1,True
374,624494365784805376,-1,-1,True
375,624494920540229632,-1,-1,True
376,624494162843430912,1,-1,False
377,624525321899905024,-1,1,False
378,624494869973704704,1,-1,False
379,624493583723270144,-1,-1,True
380,624526337605173248,-1,1,False
381,624492126043250688,-1,-1,True
382,624494583578292224,-1,-1,True
383,624517936104009728,1,1,True
384,624494029086916612,-1,-1,True
385,624517858412769280,1,1,True
386,624492246474342400,-1,-1,True
387,624517377632436224,-1,1,False
388,624523825208668160,1,1,True
389,624494119956676608,-1,-1,True
390,624520241134088192,1,1,True
391,624523877692145664,1,1,True
392,624493857032441856,-1,-1,True
393,624494783050833921,1,-1,False
394,624492908121427969,1,-1,False
395,624494820338335744,1,-1,False
396,624526316713349120,1,1,True
397,624524133917835264,1,1,True
398,624527927544164353,1,1,True
399,624492204753584128,1,-1,False
400,624523129491169280,-1,1,False
401,624526051121627136,1,1,True
402,624493768259964928,-1,-1,True
403,624494433795485696,1,-1,False
404,624519082587525120,1,1,True
405,624520044895047681,1,1,True
406,624494962189729792,1,-1,False
407,624493841371037696,-1,-1,True
408,624492703447822337,1,-1,False
409,624493904159637504,1,-1,False
410,624493541931134976,1,-1,False
411,624492767389945856,1,-1,False
412,624519789914910721,-1,1,False
413,624494494117826560,-1,-1,True
414,624518707776212992,-1,1,False
415,624526489682186241,-1,1,False
416,624494185383510016,1,-1,False
417,624523895240945665,1,1,True
418,624527253163102208,-1,1,False
419,624527135550648320,1,1,True
420,624519794532835328,1,1,True
421,624517038652833794,1,1,True
422,624518272076128256,1,1,True
423,624494375943467008,-1,-1,True
424,624523269094268928,-1,1,False
425,624492220234665985,-1,-1,True
426,624526420535025664,1,1,True
427,624526450041851905,1,1,True
428,624525395640107008,-1,1,False
429,624525740638273536,-1,1,False
430,624524210640191488,-1,1,False
431,624528270969606145,1,1,True
432,624517500676493312,-1,1,False
433,624493919045316609,-1,-1,True
434,624525402871070720,1,1,True
435,624493342282354688,-1,-1,True
436,624528532912381953,1,1,True
437,624492093336092672,-1,-1,True
438,624521885259165696,-1,1,False
439,624494820954771456,-1,-1,True
440,624526427367559168,-1,1,False
441,624494291042185220,-1,-1,True
442,624524044021465088,1,1,True
443,624492525362016256,-1,-1,True
444,624493441066479617,1,-1,False
445,624493346090819584,1,-1,False
446,624517387778433024,1,1,True
447,624494255143190528,1,-1,False
448,624524292051472384,1,1,True
449,624518351457382400,1,1,True
450,624492994532503552,-1,-1,True
451,624494062385500160,-1,-1,True
452,624492880728596480,1,-1,False
453,624492907496607744,-1,-1,True
454,624493098165383169,-1,-1,True
455,624494787173961728,-1,-1,True
456,624493578014736384,-1,-1,True
457,624517291682701313,1,1,True
458,624521012982382592,1,1,True
459,624492546023010309,-1,-1,True
460,624492947736817664,-1,-1,True
461,624525502229909504,-1,1,False
462,624528518769188864,1,1,True
463,624526796269178880,1,1,True
464,624526843295739904,1,1,True
465,624519716967546880,1,1,True
466,624492985707851776,-1,-1,True
467,624523364032454656,1,1,True
468,624492717712670721,1,-1,False
469,624494019217756160,-1,-1,True
470,624493260996788224,-1,-1,True
471,624494038843006976,1,-1,False
472,624492326732173312,1,-1,False
473,624526097095327744,-1,1,False
474,624522404598038528,1,1,True
475,624519811796729857,1,1,True
476,624530014290243584,1,1,True
477,624494540670562304,-1,-1,True
478,624494737551044608,1,-1,False
479,624493660344729600,1,-1,False
480,624521706430988289,-1,1,False
481,624526943338274816,1,1,True
482,624528450523561984,1,1,True
483,624529583878967296,1,1,True
484,624494906883600385,1,-1,False
485,624493730180014080,-1,-1,True
486,624518207714410496,-1,1,False
487,624518502637039616,-1,1,False
488,624492785056387072,-1,-1,True
489,624493935830933504,-1,-1,True
490,624493329946968064,-1,-1,True
491,624494449142460416,1,-1,False
492,624529900674748417,-1,1,False
493,624524429062619136,1,1,True
494,624525223723974657,1,1,True
495,624524943959560192,1,1,True
496,624521070251388928,1,1,True
497,624492175825317888,-1,-1,True
498,624522424244006912,1,1,True
499,624524986032746496,1,1,True
500,624492727011573760,-1,-1,True
501,624518825086550016,1,1,True
502,624494741800005632,-1,-1,True
503,624521915076579328,-1,1,False
504,624492771223601152,-1,-1,True
505,624519391158398976,1,1,True
506,624524969368809472,1,1,True
507,624520311468335104,1,1,True
508,624493623778787328,1,-1,False
509,624518240346222592,-1,1,False
510,624529742855819264,1,1,True
511,624494123769171968,-1,-1,True
512,624527343302873088,-1,1,False
513,624525432675807232,-1,1,False
514,624528464356315136,1,1,True
515,624494605044723712,-1,-1,True
516,624493858324369408,-1,-1,True
517,624492303558705152,-1,-1,True
518,624528857983418368,1,1,True
519,624529722869985280,1,1,True
520,624527292593672192,1,1,True
521,624494958964178944,-1,-1,True
522,624494812641759232,-1,-1,True
523,624522780076183553,-1,1,False
524,624525236629827584,1,1,True
525,624525215079399424,1,1,True
526,624492890933342208,-1,-1,True
527,624493418928959488,-1,-1,True
528,624493513623912448,-1,-1,True
529,624493572193169408,1,-1,False
530,624494534035132416,1,-1,False
531,624528464230662144,1,1,True
532,624493908886622208,1,-1,False
533,624521640697729024,1,1,True
534,624493009929961472,-1,-1,True
535,624521185435365376,1,1,True
536,624493525766422528,-1,-1,True
537,624493028657496064,1,-1,False
538,624492610967707649,-1,-1,True
539,624526296714842117,1,1,True
540,624524834102484992,1,1,True
541,624493284602322944,-1,-1,True
542,624527328308113409,1,1,True
543,624492945052434432,1,-1,False
544,624494642264870912,-1,-1,True
545,624519989492453378,1,1,True
546,624520935677169666,1,1,True
547,624520474328961024,1,1,True
548,624522769171021824,1,1,True
549,624492245262036992,-1,-1,True
550,624493262523404289,-1,-1,True
551,624494869617201152,1,-1,False
552,624492714621472768,-1,-1,True
553,624519586486980608,1,1,True
554,624524706012602368,1,1,True
555,624493753424834560,1,-1,False
556,624493645924843520,-1,-1,True
557,624494818450771968,-1,-1,True
558,624529769418264576,-1,1,False
559,624492655167320064,-1,-1,True
560,624520009986015232,1,1,True
561,624494324210909184,-1,-1,True
562,624526911633403904,1,1,True
563,624493723557105664,1,-1,False
564,624492796246818820,-1,-1,True
565,624492334143541248,1,-1,False
566,624521878472818689,1,1,True
567,624493050497224704,-1,-1,True
568,624529619954323456,1,1,True
569,624523832045350912,1,1,True
570,624492834188578816,-1,-1,True
571,624493467956150272,-1,-1,True
572,624493742821474304,-1,-1,True
573,624525293324144641,1,1,True
574,624522636010205187,1,1,True
575,624492726986350592,-1,-1,True
576,624493319326965760,-1,-1,True
577,624492712780242945,1,-1,False
578,624492035429548032,-1,-1,True
579,624517738661322752,-1,1,False
580,624494898507595776,-1,-1,True
581,624493498243219457,-1,-1,True
582,624493466404450304,-1,-1,True
583,624492767377403904,1,-1,False
584,624493600185790464,-1,-1,True
585,624493277413249024,-1,-1,True
586,624493407193268224,1,-1,False
587,624494391219101696,1,-1,False
588,624493972560474112,-1,-1,True
589,624494741569339392,-1,-1,True
590,624519974342758400,1,1,True
591,624525239247085568,1,1,True
592,624493672294445056,-1,-1,True
593,624518990216437760,1,1,True
594,624494390111813632,1,-1,False
595,624494588229718016,-1,-1,True
596,624492188160819200,-1,-1,True
597,624493625351626752,1,-1,False
598,624494827149914113,-1,-1,True
599,624518941050802176,1,1,True
600,624494552527826944,-1,-1,True
601,624525027845738496,-1,1,False
602,624529532159172608,-1,1,False
603,624494055771123712,-1,-1,True
604,624528493976621056,1,1,True
605,624492726021701632,-1,-1,True
606,624519005563453440,-1,1,False
607,624528615208685569,1,1,True
608,624519518019162112,1,1,True
609,624494339004067844,1,-1,False
610,624527109814272000,1,1,True
611,624519273440935936,1,1,True
612,624493020356808704,1,-1,False
613,624494592877064192,-1,-1,True
614,624528033420959744,1,1,True
615,624527164122095617,1,1,True
616,624494281655349249,-1,-1,True
617,624492655821520896,1,-1,False
618,624494734472425472,-1,-1,True
619,624525827460493315,1,1,True
620,624519768859512833,1,1,True
621,624528799665795072,1,1,True
622,624523378670465025,1,1,True
623,624528755067908096,1,1,True
624,624530000281235457,1,1,True
625,624523052823527424,-1,1,False
626,624493038094655488,1,-1,False
627,624494888336293888,1,-1,False
628,624518770766278656,-1,1,False
629,624492530621505536,-1,-1,True
630,624521605411008512,1,1,True
631,624494265545179136,-1,-1,True
632,624526904993910784,1,1,True
633,624519649519013888,1,1,True
634,624522425393283073,1,1,True
635,624493494887968769,-1,-1,True
636,624493277320867840,1,-1,False
637,624493141681401856,-1,-1,True
638,624494709260582912,-1,-1,True
639,624527533569126401,-1,1,False
640,624524680464957441,1,1,True
641,624493192277282817,-1,-1,True
642,624528478340145152,1,1,True
643,624492090144243712,-1,-1,True
644,624494360277721088,-1,-1,True
645,624529839286960128,1,1,True
646,624521277122809856,1,1,True
647,624522091216277505,-1,1,False
648,624493117916381184,1,-1,False
649,624523690248572928,1,1,True
650,624493780209672192,1,-1,False
651,624495126535106560,-1,-1,True
652,624493562038648834,-1,-1,True
653,624494288534130688,-1,-1,True
654,624521651875651584,1,1,True
655,624525194862968832,1,1,True
656,624525439625629696,1,1,True
657,624492337813569536,1,-1,False
658,624522582709141504,1,1,True
659,624521587891564545,1,1,True
660,624494444281098240,-1,-1,True
661,624492517459804160,-1,-1,True
662,624520913929703424,1,1,True
663,624492633457606656,1,-1,False
664,624520419484131328,1,1,True
665,624493481671569408,-1,-1,True
666,624494140189995008,-1,-1,True
667,624518215872307200,1,1,True
668,624494869357195264,-1,-1,True
669,624492026386624512,1,-1,False
670,624492071039148032,-1,-1,True
671,624517061428027392,-1,1,False
672,624518357065330688,1,1,True
673,624493149818228736,-1,-1,True
674,624519343720800256,1,1,True
675,624522216458297345,1,1,True
676,624525161098792960,-1,1,False
677,624494493073543168,-1,-1,True
678,624523395934384129,1,1,True
679,624494399779540992,1,-1,False
680,624525014629421056,1,1,True
681,624519724995641345,1,1,True
682,624525033575034880,1,1,True
683,624526092582301696,-1,1,False
684,624492678084849664,1,-1,False
685,624494808262930432,-1,-1,True
686,624494137862135808,-1,-1,True
687,624494515789783040,-1,-1,True
688,624494999292370944,1,-1,False
689,624518267080720384,1,1,True
690,624522440169926656,-1,1,False
691,624492517027905536,-1,-1,True
692,624527999233175552,-1,1,False
693,624493419570819072,1,-1,False
694,624527012091199490,1,1,True
695,624494494927482880,-1,-1,True
696,624520995731316736,1,1,True
697,624521254532349952,1,1,True
698,624517900141867008,1,1,True
699,624527185412382721,1,1,True
700,624519276171362304,1,1,True
701,624528149288742912,1,1,True
702,624492948604891136,1,-1,False
703,624525147291062272,1,1,True
704,624494222092201984,-1,-1,True
705,624492101380628480,-1,-1,True
706,624493342735380480,-1,-1,True
707,624492837292404736,-1,-1,True
708,624523176467279873,1,1,True
709,624495040350527488,-1,-1,True
710,624527250604470272,1,1,True
711,624492593259282433,-1,-1,True
712,624529743464022017,1,1,True
713,624494278681604096,-1,-1,True
714,624526560436076544,1,1,True
715,624494294053842944,1,-1,False
716,624526416223318016,1,1,True
717,624527453319495680,1,1,True
718,624530109114912768,1,1,True
719,624492854971215873,1,-1,False
720,624520696530649088,-1,1,False
721,624494934113026049,-1,-1,True
722,624522170790604800,1,1,True
723,624523827523948544,1,1,True
724,624493290763755520,-1,-1,True
725,624494633532297216,-1,-1,True
726,624494267445178368,-1,-1,True
727,624517542460043264,1,1,True
728,624517543055740928,1,1,True
729,624494768064757760,-1,-1,True
730,624528396559581184,1,1,True
731,624518337553305600,1,1,True
732,624529805828993024,-1,1,False
733,624493233079349248,-1,-1,True
734,624521924064903168,-1,1,False
735,624524013218365440,1,1,True
736,624494448290824192,-1,-1,True
737,624494414140801024,-1,-1,True
738,624523867634073601,1,1,True
739,624493419344216064,-1,-1,True
740,624520430095847424,1,1,True
741,624492446077075457,-1,-1,True
742,624518872905834497,1,1,True
743,624527780928200704,-1,1,False
744,624521933871144960,1,1,True
745,624521882876776448,1,1,True
746,624492178279165953,-1,-1,True
747,624518504058896384,1,1,True
748,624494396021604352,1,-1,False
749,624493755840757761,1,-1,False
750,624493727281623040,1,-1,False
751,624495027016847361,1,-1,False
752,624519669895053312,1,1,True
753,624523944226193408,1,1,True
754,624494366367715328,1,-1,False
755,624492598217043968,1,-1,False
756,624492177607954433,-1,-1,True
757,624492398647840769,-1,-1,True
758,624494634039910401,-1,-1,True
759,624494723122597888,1,-1,False
760,624526118788444160,1,1,True
761,624524790221668352,1,1,True
762,624494168342155264,1,-1,False
763,624493820126855168,-1,-1,True
764,624493864129159169,1,-1,False
765,624517509903986692,1,1,True
766,624519734046949376,1,1,True
767,624492355626758144,-1,-1,True
768,624492789246504960,-1,-1,True
769,624528484203950080,-1,1,False
770,624523713262809088,-1,1,False
771,624493860392144897,-1,-1,True
772,624494363083587584,-1,-1,True
773,624493617600700416,-1,-1,True
774,624520420734148608,1,1,True
775,624526494484832257,-1,1,False
776,624494948407099392,1,-1,False
777,624521607243902976,1,1,True
778,624521767944630273,-1,1,False
779,624492057843757056,-1,-1,True
780,624492960575418369,-1,-1,True
781,624523201083604993,1,1,True
782,624493403829481472,-1,-1,True
783,624519884181868544,1,1,True
784,624493214016380928,1,-1,False
785,624524607073177600,1,1,True
786,624492842535243776,-1,-1,True
787,624493961223254016,-1,-1,True
788,624494092286849024,-1,-1,True
789,624492780442812416,1,-1,False
790,624494854400163840,1,-1,False
791,624525144833130496,1,1,True
792,624494119784550400,1,-1,False
793,624524861201891328,1,1,True
794,624493465900965892,-1,-1,True
795,624492027107868672,-1,-1,True
796,624517006109224960,1,1,True
797,624494130861715456,1,-1,False
798,624492390464778240,-1,-1,True
799,624492479077715968,-1,-1,True
800,624523330377392128,1,1,True
801,624517004750401536,1,1,True
802,624528664663699457,1,1,True
803,624519559547125760,1,1,True
804,624494010195968000,-1,-1,True
805,624492192137023493,-1,-1,True
806,624528493582286852,1,1,True
807,624526809489518592,-1,1,False
808,624494463377911808,-1,-1,True
809,624492250534428672,-1,-1,True
810,624492613392048128,-1,-1,True
811,624517429851328512,1,1,True
812,624524017093861376,-1,1,False
813,624525781268606976,1,1,True
814,624494816601116672,-1,-1,True
815,624528382621913088,-1,1,False
816,624521034432180225,1,1,True
817,624493609820233728,-1,-1,True
818,624495034256101376,-1,-1,True
819,624494131780427776,1,-1,False
820,624494808929677312,-1,-1,True
821,624528158302322689,1,1,True
822,624523741389815808,1,1,True
823,624523624960139265,1,1,True
824,624530016798294016,1,1,True
825,624494088654557184,1,-1,False
826,624517865568243712,1,1,True
827,624493881791373312,1,-1,False
828,624517768264593408,-1,1,False
829,624519506438701056,-1,1,False
830,624518868770385920,1,1,True
831,624494617778626560,-1,-1,True
832,624520229142560768,1,1,True
833,624493192080035840,-1,-1,True
834,624492653657387008,1,-1,False
835,624494794505457664,-1,-1,True
836,624529610487640064,1,1,True
837,624494636493631488,-1,-1,True
838,624524578346287104,-1,1,False
839,624522124292681728,1,1,True
840,624494228740120576,-1,-1,True
841,624492820590518272,1,-1,False
842,624528222315622400,1,1,True
843,624528512746176512,1,1,True
844,624493488881725440,1,-1,False
845,624493313563820032,1,-1,False
846,624494571720941569,-1,-1,True
847,624492384399831040,-1,-1,True
848,624517501221781504,1,1,True
849,624522534684241920,1,1,True
850,624494497137754116,-1,-1,True
851,624492246482595840,-1,-1,True
852,624494355420737536,-1,-1,True
853,624494755091738625,-1,-1,True
854,624494893134577664,-1,-1,True
855,624494495078297603,-1,-1,True
856,624527825081626624,-1,1,False
857,624524121389572096,-1,1,False
858,624522452891271168,1,1,True
859,624524339921223680,1,1,True
860,624524505378095104,1,1,True
861,624523176450617344,1,1,True
862,624493463652970496,-1,-1,True
863,624529729320652800,1,1,True
864,624494210733883392,1,-1,False
865,624494993764323328,-1,-1,True
866,624528730422124544,1,1,True
867,624528391576887296,-1,1,False
868,624520049638928384,-1,1,False
869,624523394097111040,1,1,True
870,624492047869853696,1,-1,False
871,624494679833341953,-1,-1,True
872,624517907620364288,1,1,True
